1545549019375,2318,0,24
1545549019416,2031,0,24
1545549019458,1967,0,24
1545549019500,1870,0,24
1545549019541,9697,1,24
1545549019583,951,0,24
1545549019625,1569,0,24
1545549019666,2200,0,24
1545549019708,2491,0,24
1545549019750,2541,0,24
1545549019791,2422,0,24
1545549019833,2283,0,24
1545549019875,2453,0,24
1545549019916,2398,0,24
1545549019958,2440,0,24
1545549020000,2413,0,24
1545549020041,2256,0,24
1545549020083,2259,0,24
1545549020125,2275,0,24
1545549020166,1968,0,24
1545549020208,2005,0,24
1545549020250,1869,0,24
1545549020291,2030,0,24
1545549020333,1894,0,24
1545549020375,1910,0,24
1545549020416,2036,0,24
1545549020458,1884,0,24
1545549020499,1844,0,24
1545549020541,2118,0,24
1545549020583,9234,1,24
1545549020624,1350,0,24
1545549020666,1856,0,24
1545549020708,1674,0,24
1545549020749,1914,0,24
1545549020791,2089,0,24
1545549020833,2070,0,24
1545549020874,1935,0,24
1545549020916,2035,0,24
1545549020958,2384,0,24
1545549020999,2111,0,24
1545549021041,2693,0,24
1545549021083,1732,0,24
1545549021124,1931,0,24
1545549021166,1751,0,24
1545549021208,1768,0,24
1545549021249,1826,0,24
1545549021291,1764,0,24
1545549021333,1774,0,24
1545549021374,1854,0,24
1545549021416,1961,0,24
1545549021458,1831,0,25
1545549021499,1751,0,25
1545549021541,1970,0,25
1545549021583,1747,0,25
1545549021624,10674,1,25
1545549021666,765,0,25
1545549021708,1370,0,25
1545549021749,1811,0,25
1545549021791,1960,0,25
1545549021833,1846,0,25
1545549021874,1821,0,25
1545549021916,1717,0,25
1545549021957,1835,0,25
1545549021999,1561,0,25
1545549022041,1617,0,25
1545549022082,1716,0,25
1545549022124,1732,0,25
1545549022166,1860,0,25
1545549022207,1802,0,25
1545549022249,1787,0,25
1545549022291,1693,0,25
1545549022332,1657,0,25
1545549022374,2024,0,25
1545549022416,2286,0,25
1545549022457,2385,0,25
1545549022499,2683,0,25
1545549022541,2789,0,25
1545549022582,2868,0,25
1545549022624,3003,0,25
1545549022666,7536,1,25
1545549022707,3322,0,25
1545549022749,3498,0,25
1545549022791,3113,0,25
1545549022832,3375,0,25
1545549022874,3396,0,25
1545549022916,3058,0,25
1545549022957,3007,0,25
1545549022999,2729,0,25
1545549023041,2839,0,25
1545549023082,3433,0,25
1545549023124,2619,0,25
1545549023166,2861,0,25
1545549023207,2814,0,25
1545549023249,2863,0,25
1545549023291,3029,0,25
1545549023332,2745,0,25
1545549023374,2667,0,25
1545549023415,2680,0,25
1545549023457,2771,0,25
1545549023499,2518,0,25
1545549023540,2380,0,25
1545549023582,2508,0,25
1545549023624,2305,0,24
1545549023665,2475,0,24
1545549023707,8765,1,24
1545549023749,1629,0,24
1545549023790,2291,0,24
1545549023832,2403,0,24
1545549023874,2355,0,24
1545549023915,2393,0,24
1545549023957,2253,0,24
1545549023999,2429,0,24
1545549024040,2436,0,24
1545549024082,2367,0,24
1545549024124,2565,0,24
1545549024165,2499,0,24
1545549024207,2590,0,24
1545549024249,2387,0,24
1545549024290,2348,0,24
1545549024332,2165,0,24
1545549024374,2234,0,24
1545549024415,2067,0,24
1545549024457,2128,0,24
1545549024499,2253,0,24
1545549024540,1923,0,24
1545549024582,1902,0,24
1545549024624,2139,0,24
1545549024665,2173,0,24
1545549024707,2099,0,24
1545549024749,9189,1,24
1545549024790,1210,0,24
1545549024832,1878,0,24
1545549024873,2014,0,24
1545549024915,2050,0,24
1545549024957,1885,0,24
1545549024998,2223,0,24
1545549025040,2363,0,24
1545549025082,2505,0,24
1545549025123,3096,0,24
1545549025165,2268,0,24
1545549025207,2496,0,24
