1545624449549,3062,0,25
1545624449590,5451,0,25
1545624449632,5817,0,25
1545624449674,5288,0,25
1545624449715,6405,0,25
1545624449757,5955,0,25
1545624449798,5607,0,25
1545624449840,7353,0,25
1545624449882,5943,0,25
1545624449923,1759,0,25
1545624449965,7346,0,25
1545624450007,7907,0,25
1545624450048,7068,0,25
1545624450090,5900,0,25
1545624450132,6420,0,25
1545624450173,7794,0,25
1545624450215,1454,0,25
1545624450257,7250,0,25
1545624450298,8782,0,25
1545624450340,7772,0,25
1545624450382,7167,0,25
1545624450423,5447,0,25
1545624450465,6509,0,25
1545624450507,5144,0,25
1545624450548,5974,0,25
1545624450590,6212,0,25
1545624450632,5833,0,25
1545624450673,5769,0,25
1545624450715,5970,0,25
1545624450757,5058,0,25
1545624450798,6541,0,25
1545624450840,7200,0,25
1545624450882,6552,0,25
1545624450923,5945,0,25
1545624450965,5913,0,25
1545624451007,4627,0,25
1545624451048,5647,0,25
1545624451090,6495,0,25
1545624451132,5831,0,25
1545624451173,5296,0,25
1545624451215,5830,0,25
1545624451256,5501,0,25
1545624451298,4925,0,25
1545624451340,6391,0,25
1545624451381,6870,0,25
1545624451423,4745,0,25
1545624451465,4681,0,25
1545624451506,5316,0,25
1545624451548,5435,0,25
1545624451590,7301,1,25
1545624451631,5067,0,25
1545624451673,4804,0,25
1545624451715,5225,0,25
1545624451756,4315,0,25
1545624451798,5013,0,25
1545624451840,5511,0,25
1545624451881,6910,0,25
1545624451923,7254,0,25
1545624451965,5462,0,25
1545624452006,5415,0,25
1545624452048,5232,0,25
1545624452090,7437,0,25
1545624452131,4579,0,25
1545624452173,5207,0,25
1545624452215,6083,0,25
1545624452256,6779,1,25
1545624452298,990,0,25
1545624452340,4455,0,25
1545624452381,1497,0,25
1545624452423,4456,0,25
1545624452465,6035,0,25
1545624452506,6381,0,25
1545624452548,6343,0,25
1545624452590,6047,0,25
1545624452631,5664,0,25
1545624452673,7740,0,25
1545624452714,1161,0,25
1545624452756,6556,0,25
1545624452798,7996,0,24
1545624452839,6670,0,24
1545624452881,10489,0,24
1545624452923,10602,0,24
1545624452964,5456,0,24
1545624453006,2070,0,24
1545624453048,1988,0,24
1545624453089,9605,0,24
1545624453131,10853,0,24
1545624453173,10514,0,24
1545624453214,7223,0,24
1545624453256,7682,0,24
1545624453298,9007,0,24
1545624453339,7386,0,24
1545624453381,6014,0,24
1545624453423,6035,0,24
1545624453464,6736,0,24
1545624453506,6441,0,24
1545624453548,7046,0,24
1545624453589,5826,0,24
1545624453631,7102,0,24
1545624453673,5153,0,24
1545624453714,7525,0,24
1545624453756,7130,0,24
1545624453798,5952,0,24
1545624453839,7234,0,24
1545624453881,7319,0,24
1545624453923,4860,0,24
1545624453964,1981,0,24
1545624454006,7465,0,24
1545624454048,10438,0,24
1545624454089,1583,0,24
1545624454131,8650,0,24
1545624454172,7816,0,24
1545624454214,4743,0,24
1545624454256,7038,0,24
1545624454297,19003,1,24
1545624454339,1635,0,24
1545624454381,2490,0,24
1545624454422,4184,0,24
1545624454464,5823,0,24
1545624454506,6051,0,24
1545624454547,8002,0,24
1545624454589,7424,0,24
1545624454631,4395,0,24
1545624454672,4648,0,24
1545624454714,5794,0,24
1545624454756,7580,0,24
1545624454797,5960,0,24
1545624454839,7992,0,24
1545624454881,7067,0,25
1545624454922,8534,0,25
1545624454964,7597,0,25
1545624455006,7180,0,25
1545624455047,7526,0,25
1545624455089,5516,0,25
1545624455131,6723,0,25
1545624455172,6522,0,25
1545624455214,6194,0,25
1545624455256,7480,0,25
1545624455297,4999,0,25
1545624455339,6076,0,25
1545624455381,6911,0,25
1545624455422,6973,0,25
1545624455464,5113,0,25
1545624455506,6860,0,25
1545624455547,5831,0,25
1545624455589,8051,0,25
1545624455630,5618,0,25
1545624455672,5172,0,25
1545624455714,6791,0,25
1545624455755,8586,0,25
1545624455797,6410,0,25
1545624455839,6474,0,25
1545624455880,7153,0,25
1545624455922,7653,0,25
1545624455964,7813,0,24
1545624456005,8173,0,24
1545624456047,4906,0,24
1545624456089,4456,0,24
1545624456130,5130,0,24
1545624456172,6534,0,24
1545624456214,7284,0,24
1545624456255,5059,0,24
1545624456297,6541,0,24
1545624456339,21742,1,24
1545624456380,2405,0,24
1545624456422,3088,0,24
1545624456464,4273,0,24
1545624456505,4886,0,24
1545624456547,6098,0,24
1545624456589,8521,0,24
1545624456630,5782,0,24
1545624456672,5743,0,24
1545624456714,6370,0,24
1545624456755,8494,0,24
1545624456797,7102,0,24
1545624456839,6828,0,24
1545624456880,5686,0,24
1545624456922,7172,0,24
1545624456964,5360,0,24
1545624457005,6354,0,24
1545624457047,7169,0,24
1545624457088,6604,0,24
1545624457130,6826,0,24
1545624457172,5896,0,24
1545624457213,7338,0,24
1545624457255,7346,0,24
1545624457297,6336,0,24
1545624457338,6205,0,24
1545624457380,5488,0,24
1545624457422,7263,0,24
1545624457463,5900,0,24
1545624457505,8435,0,24
1545624457547,3669,0,24
1545624457588,5473,0,24
1545624457630,6258,0,24
1545624457672,7700,0,24
1545624457713,6602,0,24
1545624457755,6676,0,24
1545624457797,6115,0,24
1545624457838,6248,0,24
1545624457880,8332,0,24
1545624457922,6076,0,24
1545624457963,7220,0,24
1545624458005,5923,0,24
1545624458047,6574,0,25
1545624458088,7879,0,25
1545624458130,7028,0,25
1545624458172,5314,0,25
1545624458213,5566,0,25
1545624458255,6686,0,25
1545624458297,8276,0,25
1545624458338,5039,0,25
1545624458380,19695,1,25
1545624458422,2128,0,25
1545624458463,3278,0,25
1545624458505,4078,0,25
1545624458546,4887,0,25
1545624458588,5752,0,25
1545624458630,6866,0,25
1545624458671,7960,0,25
1545624458713,7532,0,25
1545624458755,6463,0,25
1545624458796,6620,0,25
1545624458838,6837,0,25
1545624458880,6820,0,25
1545624458921,7370,0,25
1545624458963,5023,0,25
1545624459005,5928,0,25
1545624459046,7470,0,25
1545624459088,5859,0,25
1545624459130,7290,0,25
1545624459171,6108,0,25
