1545564179571,4319,0,16
1545564179611,92,0,16
1545564179689,7609,0,16
1545564179779,12630,0,16
1545564179808,3364,0,16
1545564179901,9520,0,16
1545564179946,4526,0,16
1545564179994,4306,0,16
1545564180058,7443,0,16
1545564180194,17027,0,16
1545564180245,6151,0,16
1545564180297,4662,0,16
1545564180326,2723,0,16
1545564180410,9113,0,16
1545564180490,10039,0,16
1545564180545,6563,0,16
1545564180587,4017,0,16
1545564180662,8643,0,3
1545564180781,14912,0,3
1545564181138,17244,1,3
1545564182391,10981,0,3
1545564182431,37,0,15
1545564182547,10728,0,15
1545564182602,6792,0,15
1545564182729,16202,0,15
1545564182819,10537,0,15
1545564182856,1216,0,15
1545564182909,4961,0,15
1545564182943,3443,0,15
1545564182983,4048,0,15
1545564183053,8151,0,15
1545564183155,12873,0,15
1545564183192,15085,1,15
1545564183279,12108,0,15
1545564183376,10582,0,15
1545564183421,5332,0,15
1545564183546,16720,0,15
1545564183608,6725,0,10
1545564183672,855,0,10
1545564183786,10665,0,10
1545564183865,10087,0,10
1545564183947,9681,0,10
1545564184180,30175,0,10
1545564184248,8668,0,10
1545564184467,27254,0,10
1545564184528,7060,0,10
1545564184580,2946,0,10
1545564184650,5734,0,10
1545564184712,5481,0,13
1545564184806,9431,0,13
1545564184879,7772,0,13
1545564184907,715,0,13
1545564184978,6881,0,13
1545564185006,3124,0,13
1545564185160,19135,0,13
1545564185202,21171,1,13
1545564185325,14761,0,13
1545564185351,2159,0,13
1545564185498,13117,0,13
1545564185576,8214,0,13
1545564185682,11120,0,13
1545564185783,11519,0,13
1545564185816,3315,0,10
1545564185891,7161,0,10
1545564185933,4202,0,10
1545564186010,8046,0,10
1545564186076,7403,0,10
1545564186206,16199,0,10
1545564186262,7004,0,10
1545564186361,11494,0,10
1545564186489,16127,0,10
1545564186666,22346,0,10
1545564187047,44414,0,10
1545564187125,7757,0,8
1545564187254,4732,0,8
1545564187294,6210,1,8
1545564187459,19058,0,8
1545564187536,5875,0,8
1545564187593,3035,0,8
1545564187661,3956,0,8
1545564188094,44072,0,8
1545564188303,25713,0,8
1545564188472,13191,0,7
1545564188670,15325,0,7
1545564188786,9246,0,7
1545564188941,13677,0,7
1545564189081,14720,0,7
1545564189186,10843,0,7
1545564189353,19388,0,7
1545564189501,8451,1,7
1545564189652,26144,0,8
1545564189736,10527,0,8
1545564189835,8507,0,8
1545564189907,6830,0,8
1545564190074,19830,0,8
1545564190218,17979,0,8
1545564190424,24825,0,8
1545564190555,16011,0,8
1545564190678,13440,0,8
1545564190783,10292,0,8
1545564190943,17588,0,8
1545564190982,3907,0,8
1545564191161,19572,0,8
1545564191261,13837,0,8
1545564191342,8640,0,8
1545564191465,13556,0,8
1545564191642,8440,1,8
1545564191791,26383,0,8
1545564191959,21067,0,9
1545564192053,8958,0,9
1545564192242,19115,0,9
1545564192394,18766,0,9
1545564192475,3428,0,9
1545564192612,13704,0,9
1545564192715,13762,0,9
1545564192841,15468,0,9
1545564192929,10300,0,9
1545564193104,21801,0,9
1545564193371,33902,0,6
1545564193446,7543,0,6
1545564193553,4947,0,6
1545564193727,5968,1,6
1545564193884,22814,0,6
1545564194085,25193,0,6
1545564194398,33430,0,6
1545564195012,45034,0,6
1545564195125,9732,0,6
1545564195187,574,0,6
1545564195352,5586,0,6
1545564195519,12376,0,6
1545564195701,19670,0,6
1545564196040,9258,1,6
1545564196109,8897,0,8
1545564196206,10658,0,8
1545564196362,19447,0,8
1545564196497,16714,0,8
1545564196663,20610,0,8
1545564196761,11375,0,8
1545564196941,21612,0,8
1545564197065,15512,0,8
1545564197209,17202,0,8
1545564197264,5505,0,7
1545564197375,10454,0,7
1545564197545,21271,0,7
1545564197650,13295,0,7
1545564197857,25727,0,7
1545564197982,9073,1,7
1545564198223,39201,0,7
1545564198402,22362,0,7
1545564198524,8649,0,5
1545564198796,27219,0,5
1545564198955,19599,0,5
1545564199128,19263,0,5
1545564199341,26742,0,5
1545564199526,22975,0,5
1545564199609,7689,0,7
1545564199757,12298,0,7
1545564199830,6330,0,7
1545564200006,18476,0,7
1545564200114,7720,1,7
1545564200252,22827,0,7
1545564200526,34095,0,7
1545564200652,13389,0,7
1545564200840,16718,0,11
1545564200993,15512,0,11
1545564201039,3691,0,11
1545564201141,7951,0,11
1545564201201,4912,0,11
1545564201300,8944,0,11
1545564201433,15170,0,11
1545564201497,7193,0,11
1545564201624,14329,0,11
1545564201682,6574,0,11
1545564201805,14258,0,11
1545564201931,15893,0,11
1545564202092,20075,0,8
1545564202226,9272,1,8
1545564202444,36424,0,8
1545564202622,22178,0,8
1545564202780,11944,0,8
1545564202884,7615,0,8
1545564202993,8363,0,8
1545564203086,7921,0,8
1545564203235,15863,0,8
1545564203483,30929,0,7
1545564203659,21863,0,7
1545564203693,46,0,7
1545564203865,12182,0,7
1545564203974,11408,0,7
1545564204056,7766,0,7
1545564204241,21802,0,7
1545564204489,6938,1,7
1545564204636,24671,0,7
